fixture_id,replication,pair_role,expected_class,left,right,observed_statistic,permutation_p_value,null_statistics_path,fixture_seed,residual_seed,evaluation_seed,permutation_seed,profile,elapsed_seconds,warnings,exception_text,residual_sample_path,run_id,gate_result
F5,9,null_control,null-like,X4,X5,0.06836595000437068,0.125,substantive\null_statistics\F5-replication-9-null_control.npy,17669087440030044720,11774148736705751359,814291784029826573,2275887461392907994,full,0.8496142999993026,,,substantive\residual_samples\F5-replication-9-null_control.csv,gate0-20260820-001,NARROW
F6,0,target,null-like,X1,X3,0.05409207550439968,0.51,substantive\null_statistics\F6-replication-0-target.npy,1409601416103097632,4879221701437411586,16427925222585526424,11102780718285878105,full,0.8572514000006777,,,substantive\residual_samples\F6-replication-0-target.csv,gate0-20260820-001,NARROW
F6,0,null_control,null-like,X4,X5,0.04605962790211803,0.81,substantive\null_statistics\F6-replication-0-null_control.npy,1409601416103097632,9505080082860875719,3942118949601065755,7922725643034063298,full,0.8624204999996437,,,substantive\residual_samples\F6-replication-0-null_control.csv,gate0-20260820-001,NARROW
F6,1,target,null-like,X1,X3,0.05248112132902517,0.475,substantive\null_statistics\F6-replication-1-target.npy,12074156981756757415,4886760880995714487,2727726951755642153,7290649503088705158,full,0.8900997000000643,,,substantive\residual_samples\F6-replication-1-target.csv,gate0-20260820-001,NARROW
F6,1,null_control,null-like,X4,X5,0.05242579325939883,0.54,substantive\null_statistics\F6-replication-1-null_control.npy,12074156981756757415,3278944696922567979,501615857086325526,8268264778030282824,full,0.8764979999996285,,,substantive\residual_samples\F6-replication-1-null_control.csv,gate0-20260820-001,NARROW
F6,2,target,null-like,X1,X3,0.048888914232748035,0.685,substantive\null_statistics\F6-replication-2-target.npy,12200452811043348268,2161950211805969859,1038556386939518590,16032641059642591592,full,0.8541563999988284,,,substantive\residual_samples\F6-replication-2-target.csv,gate0-20260820-001,NARROW
F6,2,null_control,null-like,X4,X5,0.042869994376930814,0.935,substantive\null_statistics\F6-replication-2-null_control.npy,12200452811043348268,2009986210539327254,2858017738797392754,15832310394746529284,full,0.8406367999996291,,,substantive\residual_samples\F6-replication-2-null_control.csv,gate0-20260820-001,NARROW
F6,3,target,null-like,X1,X3,0.05317193240500449,0.455,substantive\null_statistics\F6-replication-3-target.npy,13720590856326117494,12331785955003852830,12430535963317111658,12260048743852915543,full,0.8746821000004275,,,substantive\residual_samples\F6-replication-3-target.csv,gate0-20260820-001,NARROW
F6,3,null_control,null-like,X4,X5,0.05433195959685473,0.46,substantive\null_statistics\F6-replication-3-null_control.npy,13720590856326117494,6190255046980300360,2904054204490679717,17739545559272617392,full,0.8434074000015244,,,substantive\residual_samples\F6-replication-3-null_control.csv,gate0-20260820-001,NARROW
F6,4,target,null-like,X1,X3,0.08831280357372348,0.01,substantive\null_statistics\F6-replication-4-target.npy,816274655416382824,10524916114182376163,15289454492377007066,10163310090572292694,full,0.8477530000000115,,,substantive\residual_samples\F6-replication-4-target.csv,gate0-20260820-001,NARROW
F6,4,null_control,null-like,X4,X5,0.053829934599096546,0.485,substantive\null_statistics\F6-replication-4-null_control.npy,816274655416382824,17305440427962057545,81391525902077886,7570940332749300367,full,0.8684785000004922,,,substantive\residual_samples\F6-replication-4-null_control.csv,gate0-20260820-001,NARROW
F6,5,target,null-like,X1,X3,0.04460733985146579,0.855,substantive\null_statistics\F6-replication-5-target.npy,4069519396372846611,1659656686031476824,8902010817713444237,15986957643455845335,full,0.8445799000000989,,,substantive\residual_samples\F6-replication-5-target.csv,gate0-20260820-001,NARROW
F6,5,null_control,null-like,X4,X5,0.05613579353875409,0.355,substantive\null_statistics\F6-replication-5-null_control.npy,4069519396372846611,1288726286061632052,13151634178036247000,10720065651157631206,full,0.847547499999564,,,substantive\residual_samples\F6-replication-5-null_control.csv,gate0-20260820-001,NARROW
F6,6,target,null-like,X1,X3,0.07535307239359441,0.05,substantive\null_statistics\F6-replication-6-target.npy,10256891714721084228,17350947160829055335,16694703703503224148,18249097899358596793,full,0.8526084999994055,,,substantive\residual_samples\F6-replication-6-target.csv,gate0-20260820-001,NARROW
F6,6,null_control,null-like,X4,X5,0.04851474731322038,0.68,substantive\null_statistics\F6-replication-6-null_control.npy,10256891714721084228,7703088849050134223,14036038556463596961,5253017590246041308,full,0.845405899999605,,,substantive\residual_samples\F6-replication-6-null_control.csv,gate0-20260820-001,NARROW
F6,7,target,null-like,X1,X3,0.04397751868995143,0.85,substantive\null_statistics\F6-replication-7-target.npy,772204410444373855,5275089739944172465,11972928328125367438,18190453590684551275,full,0.8488297000003513,,,substantive\residual_samples\F6-replication-7-target.csv,gate0-20260820-001,NARROW
F6,7,null_control,null-like,X4,X5,0.05064006184744143,0.635,substantive\null_statistics\F6-replication-7-null_control.npy,772204410444373855,865495720096041752,1266085318635764983,16763552065649817423,full,0.8462094999995315,,,substantive\residual_samples\F6-replication-7-null_control.csv,gate0-20260820-001,NARROW
F6,8,target,null-like,X1,X3,0.05845566324882474,0.34,substantive\null_statistics\F6-replication-8-target.npy,12493703471320180323,9003313806369163428,17074305676224266545,11083139217888066476,full,0.8489172999998118,,,substantive\residual_samples\F6-replication-8-target.csv,gate0-20260820-001,NARROW
F6,8,null_control,null-like,X4,X5,0.07366358250138995,0.04,substantive\null_statistics\F6-replication-8-null_control.npy,12493703471320180323,9088326170173697588,9926305181214064687,16607721529011510238,full,0.8488636999991286,,,substantive\residual_samples\F6-replication-8-null_control.csv,gate0-20260820-001,NARROW
F6,9,target,null-like,X1,X3,0.05823731738661151,0.36,substantive\null_statistics\F6-replication-9-target.npy,14639381218012615747,16555700112390257212,3216639705120968765,15225744960039113374,full,0.8493826999983867,,,substantive\residual_samples\F6-replication-9-target.csv,gate0-20260820-001,NARROW
F6,9,null_control,null-like,X4,X5,0.0573306022558081,0.355,substantive\null_statistics\F6-replication-9-null_control.npy,14639381218012615747,12726202528831973245,780966954590219389,5203117808827312760,full,0.8522724999984348,,,substantive\residual_samples\F6-replication-9-null_control.csv,gate0-20260820-001,NARROW
F7,0,target,non-null,X1,X2,0.31249256565569267,0.005,substantive\null_statistics\F7-replication-0-target.npy,8644664850185654678,4517587246567865959,12878755541942347648,5026383571127463769,full,0.8479040000001987,,,substantive\residual_samples\F7-replication-0-target.csv,gate0-20260820-001,NARROW
F7,0,null_control,null-like,X4,X5,0.07402044997012895,0.05,substantive\null_statistics\F7-replication-0-null_control.npy,8644664850185654678,15558139885341120137,16554092918011066344,17965900443508840627,full,0.8488662999989174,,,substantive\residual_samples\F7-replication-0-null_control.csv,gate0-20260820-001,NARROW
F7,1,target,non-null,X1,X2,0.3061856147559739,0.005,substantive\null_statistics\F7-replication-1-target.npy,6619146956932514197,8449694429404054896,8118943997815826345,15513828408912920286,full,0.8447952000005898,,,substantive\residual_samples\F7-replication-1-target.csv,gate0-20260820-001,NARROW
F7,1,null_control,null-like,X4,X5,0.042684700040855304,0.92,substantive\null_statistics\F7-replication-1-null_control.npy,6619146956932514197,15389211569459427605,2089575890183370989,11826494366682923542,full,0.8645794000003661,,,substantive\residual_samples\F7-replication-1-null_control.csv,gate0-20260820-001,NARROW
F7,2,target,non-null,X1,X2,0.30181190983458484,0.005,substantive\null_statistics\F7-replication-2-target.npy,13694338602484410836,16168708915167216043,136821567652899186,1030304739214531282,full,0.853346000001693,,,substantive\residual_samples\F7-replication-2-target.csv,gate0-20260820-001,NARROW
F7,2,null_control,null-like,X4,X5,0.04687751254706802,0.75,substantive\null_statistics\F7-replication-2-null_control.npy,13694338602484410836,2047628273352084887,4016871939618161170,1902903801748862279,full,0.8513444000000163,,,substantive\residual_samples\F7-replication-2-null_control.csv,gate0-20260820-001,NARROW
F7,3,target,non-null,X1,X2,0.3254004618637969,0.005,substantive\null_statistics\F7-replication-3-target.npy,6889563861316214984,17721604745720227827,1626578088090088501,959353018208267932,full,0.8510669999996026,,,substantive\residual_samples\F7-replication-3-target.csv,gate0-20260820-001,NARROW
F7,3,null_control,null-like,X4,X5,0.051380454481641316,0.61,substantive\null_statistics\F7-replication-3-null_control.npy,6889563861316214984,6081692100963011037,6328642562843849853,13176122884149143574,full,0.8491198000010627,,,substantive\residual_samples\F7-replication-3-null_control.csv,gate0-20260820-001,NARROW
F7,4,target,non-null,X1,X2,0.3444564873567225,0.005,substantive\null_statistics\F7-replication-4-target.npy,2220423566273338599,7002056501001674184,17931586873384115085,14551719727982688558,full,0.8470842000006087,,,substantive\residual_samples\F7-replication-4-target.csv,gate0-20260820-001,NARROW
F7,4,null_control,null-like,X4,X5,0.08189906410984706,0.025,substantive\null_statistics\F7-replication-4-null_control.npy,2220423566273338599,7626389385271179012,8095849726785240142,14457613327845145140,full,0.8456077999999252,,,substantive\residual_samples\F7-replication-4-null_control.csv,gate0-20260820-001,NARROW
F7,5,target,non-null,X1,X2,0.3168011553708055,0.005,substantive\null_statistics\F7-replication-5-target.npy,5522602289879209813,4228372049685554930,9255112258725921935,10985426934739850580,full,0.8507104000000254,,,substantive\residual_samples\F7-replication-5-target.csv,gate0-20260820-001,NARROW
F7,5,null_control,null-like,X4,X5,0.04262511029325602,0.935,substantive\null_statistics\F7-replication-5-null_control.npy,5522602289879209813,13127866728295901332,9303621684162809766,16729830087058556020,full,0.848667000000205,,,substantive\residual_samples\F7-replication-5-null_control.csv,gate0-20260820-001,NARROW
F7,6,target,non-null,X1,X2,0.26325457317660056,0.005,substantive\null_statistics\F7-replication-6-target.npy,11274415707316039212,4120899573073891087,15043772671618526234,15979964316519122247,full,0.8605220999997982,,,substantive\residual_samples\F7-replication-6-target.csv,gate0-20260820-001,NARROW
F7,6,null_control,null-like,X4,X5,0.061434501962358654,0.17,substantive\null_statistics\F7-replication-6-null_control.npy,11274415707316039212,269960532289648387,17384724583501886648,3144222314888988626,full,0.8811342000008153,,,substantive\residual_samples\F7-replication-6-null_control.csv,gate0-20260820-001,NARROW
F7,7,target,non-null,X1,X2,0.30423122941159,0.005,substantive\null_statistics\F7-replication-7-target.npy,5510962258277255294,2829576435649204023,11638585856666155750,16036971033213386419,full,0.8574681999998575,,,substantive\residual_samples\F7-replication-7-target.csv,gate0-20260820-001,NARROW
F7,7,null_control,null-like,X4,X5,0.042803644685248186,0.955,substantive\null_statistics\F7-replication-7-null_control.npy,5510962258277255294,7826576798136619660,1962828673210768980,8133639610390577710,full,0.8518896000005043,,,substantive\residual_samples\F7-replication-7-null_control.csv,gate0-20260820-001,NARROW
F7,8,target,non-null,X1,X2,0.3013795609133203,0.005,substantive\null_statistics\F7-replication-8-target.npy,5011667834552347172,1913120307601229678,16168834634752095398,6952398763296752885,full,0.8479993000000832,,,substantive\residual_samples\F7-replication-8-target.csv,gate0-20260820-001,NARROW
F7,8,null_control,null-like,X4,X5,0.04986667434344366,0.655,substantive\null_statistics\F7-replication-8-null_control.npy,5011667834552347172,16284537238988633303,10522644467448139677,1973604345501836160,full,0.8683340000006865,,,substantive\residual_samples\F7-replication-8-null_control.csv,gate0-20260820-001,NARROW
F7,9,target,non-null,X1,X2,0.3545914861373506,0.005,substantive\null_statistics\F7-replication-9-target.npy,8569616848450471790,6278335002126602262,5526813114172644889,14825725191464814715,full,0.8729543000008562,,,substantive\residual_samples\F7-replication-9-target.csv,gate0-20260820-001,NARROW
F7,9,null_control,null-like,X4,X5,0.06738971363615975,0.145,substantive\null_statistics\F7-replication-9-null_control.npy,8569616848450471790,11498501648185578674,2410934985801096209,2555679550438047619,full,0.9049334000010276,,,substantive\residual_samples\F7-replication-9-null_control.csv,gate0-20260820-001,NARROW
F8,0,target,non-null,X1,X2,0.46247844124192866,0.005,substantive\null_statistics\F8-replication-0-target.npy,8467142773651080047,13909897182147325097,128512474616495932,7904363919839377652,full,0.8456094000011944,,,substantive\residual_samples\F8-replication-0-target.csv,gate0-20260820-001,NARROW
F8,0,null_control,null-like,X4,X5,0.0385642388670733,0.985,substantive\null_statistics\F8-replication-0-null_control.npy,8467142773651080047,9884367876588524492,1034607805261456105,6870558467202718868,full,0.8468861000001198,,,substantive\residual_samples\F8-replication-0-null_control.csv,gate0-20260820-001,NARROW
F8,1,target,non-null,X1,X2,0.4772794335252355,0.005,substantive\null_statistics\F8-replication-1-target.npy,8555084027033196589,12003687706567066230,8847207910432943942,15098689877135814551,full,0.8414915000012115,,,substantive\residual_samples\F8-replication-1-target.csv,gate0-20260820-001,NARROW
F8,1,null_control,null-like,X4,X5,0.05342209346378916,0.505,substantive\null_statistics\F8-replication-1-null_control.npy,8555084027033196589,10029495323951910709,14240892652538435156,17078587839060892500,full,0.850978300000861,,,substantive\residual_samples\F8-replication-1-null_control.csv,gate0-20260820-001,NARROW
F8,2,target,non-null,X1,X2,0.4516220661602778,0.005,substantive\null_statistics\F8-replication-2-target.npy,657916722849580041,17542491673973435755,14823226037444546218,13011304816670424076,full,0.8401377999998658,,,substantive\residual_samples\F8-replication-2-target.csv,gate0-20260820-001,NARROW
F8,2,null_control,null-like,X4,X5,0.04529463504911102,0.82,substantive\null_statistics\F8-replication-2-null_control.npy,657916722849580041,1007413727278409535,15541710839525208490,13479313096517600303,full,0.8467639999998937,,,substantive\residual_samples\F8-replication-2-null_control.csv,gate0-20260820-001,NARROW
F8,3,target,non-null,X1,X2,0.434054931414263,0.005,substantive\null_statistics\F8-replication-3-target.npy,7848033919169617466,108698394950573590,15722365788305011597,7843019142901047448,full,0.8387483999995311,,,substantive\residual_samples\F8-replication-3-target.csv,gate0-20260820-001,NARROW
F8,3,null_control,null-like,X4,X5,0.062132189511746996,0.22,substantive\null_statistics\F8-replication-3-null_control.npy,7848033919169617466,4274651553828474408,16179105629765018031,8697017144573789623,full,0.8443117000006168,,,substantive\residual_samples\F8-replication-3-null_control.csv,gate0-20260820-001,NARROW
F8,4,target,non-null,X1,X2,0.5037947186615803,0.005,substantive\null_statistics\F8-replication-4-target.npy,18011789214740542726,10282574834396642704,8079447244374269523,15631733993537574019,full,0.8489854999988893,,,substantive\residual_samples\F8-replication-4-target.csv,gate0-20260820-001,NARROW
F8,4,null_control,null-like,X4,X5,0.03791716631131787,0.985,substantive\null_statistics\F8-replication-4-null_control.npy,18011789214740542726,12407971694689252496,3592701125167565823,1433288621637315096,full,0.9008912999997847,,,substantive\residual_samples\F8-replication-4-null_control.csv,gate0-20260820-001,NARROW
F8,5,target,non-null,X1,X2,0.4395497100976565,0.005,substantive\null_statistics\F8-replication-5-target.npy,17863891253012938710,2284791658632099884,6339160425768883406,9898565870212348314,full,0.8652161999998498,,,substantive\residual_samples\F8-replication-5-target.csv,gate0-20260820-001,NARROW
F8,5,null_control,null-like,X4,X5,0.052529631834800666,0.545,substantive\null_statistics\F8-replication-5-null_control.npy,17863891253012938710,10634247824595085987,8914799252756090122,6636433105640144947,full,0.8603438999998616,,,substantive\residual_samples\F8-replication-5-null_control.csv,gate0-20260820-001,NARROW
F8,6,target,non-null,X1,X2,0.4785357125641442,0.005,substantive\null_statistics\F8-replication-6-target.npy,14028772624311980493,14136489651328187749,9369115040846037605,7773975101389882157,full,0.8672630000000936,,,substantive\residual_samples\F8-replication-6-target.csv,gate0-20260820-001,NARROW
F8,6,null_control,null-like,X4,X5,0.04022007803295923,0.96,substantive\null_statistics\F8-replication-6-null_control.npy,14028772624311980493,10242397313438521810,4578023662774771467,16494737509390414675,full,0.8467549999986659,,,substantive\residual_samples\F8-replication-6-null_control.csv,gate0-20260820-001,NARROW
F8,7,target,non-null,X1,X2,0.45149877012303674,0.005,substantive\null_statistics\F8-replication-7-target.npy,4446756528192887905,4000830629367312567,8648071476155908966,18077485793486301819,full,0.8497761999988143,,,substantive\residual_samples\F8-replication-7-target.csv,gate0-20260820-001,NARROW
F8,7,null_control,null-like,X4,X5,0.03393978434829139,1.0,substantive\null_statistics\F8-replication-7-null_control.npy,4446756528192887905,4099508502492068895,13371329247416235875,5006385944079830828,full,0.8641422000000603,,,substantive\residual_samples\F8-replication-7-null_control.csv,gate0-20260820-001,NARROW
F8,8,target,non-null,X1,X2,0.4510022392122492,0.005,substantive\null_statistics\F8-replication-8-target.npy,1566157915521660822,11061059258808509052,4561392247443378981,12895743131713633792,full,0.9089827000007062,,,substantive\residual_samples\F8-replication-8-target.csv,gate0-20260820-001,NARROW
F8,8,null_control,null-like,X4,X5,0.07340694861233674,0.055,substantive\null_statistics\F8-replication-8-null_control.npy,1566157915521660822,15904425202271127503,10088859056205437162,16842208103589924737,full,0.8515366000010545,,,substantive\residual_samples\F8-replication-8-null_control.csv,gate0-20260820-001,NARROW
F8,9,target,non-null,X1,X2,0.43622694228977044,0.005,substantive\null_statistics\F8-replication-9-target.npy,13358502277510918215,6080785170404740562,11566978741627138704,7348737504086835225,full,0.8724471999994421,,,substantive\residual_samples\F8-replication-9-target.csv,gate0-20260820-001,NARROW
F8,9,null_control,null-like,X4,X5,0.03943334079902599,0.97,substantive\null_statistics\F8-replication-9-null_control.npy,13358502277510918215,4758296442013427711,5582884875781657274,14959162965359458377,full,0.857749299999341,,,substantive\residual_samples\F8-replication-9-null_control.csv,gate0-20260820-001,NARROW
