source_record_index,run_id,arm,fixture_id,replication,evaluation_rows,fixture_seed,residual_seed,evaluation_seed,left_seed,right_seed,permutation_seed
240,null-calibration-20260820-001,fitted,F1,12,250,14587759625756956949,10804796608678144529,13576016268428212755,,,16698679526227781882
241,null-calibration-20260820-001,fitted,F1,12,500,14587759625756956949,10804796608678144529,14891213074516835063,,,7347901770872531033
242,null-calibration-20260820-001,fitted,F1,12,1000,14587759625756956949,10804796608678144529,11680548492750025799,,,9168592957154713672
243,null-calibration-20260820-001,fitted,F1,12,2000,14587759625756956949,10804796608678144529,5218426081233494366,,,11817552121759847799
244,null-calibration-20260820-001,fitted,F4,12,250,7448703718460064882,980581766832660545,1072194706545622362,,,6848544330236655132
245,null-calibration-20260820-001,fitted,F4,12,500,7448703718460064882,980581766832660545,18170896369186018837,,,6301831912183285684
246,null-calibration-20260820-001,fitted,F4,12,1000,7448703718460064882,980581766832660545,8731723427108480973,,,2937316049894078235
247,null-calibration-20260820-001,fitted,F4,12,2000,7448703718460064882,980581766832660545,6711844741824415465,,,9803067492985130127
248,null-calibration-20260820-001,fitted,F5,12,250,18282275373592722971,17584984888226667975,3012593267300446175,,,4518790533620044004
249,null-calibration-20260820-001,fitted,F5,12,500,18282275373592722971,17584984888226667975,2204667612436468146,,,13105309541681512788
250,null-calibration-20260820-001,fitted,F5,12,1000,18282275373592722971,17584984888226667975,6639161506207807895,,,6393119630323684255
251,null-calibration-20260820-001,fitted,F5,12,2000,18282275373592722971,17584984888226667975,3045599156719894401,,,8926695405253647351
252,null-calibration-20260820-001,fitted,F6,12,250,10940056957967055097,11090257841453962591,12781298319204382380,,,15954905900270528291
253,null-calibration-20260820-001,fitted,F6,12,500,10940056957967055097,11090257841453962591,6874891897212341013,,,13608101850992917739
254,null-calibration-20260820-001,fitted,F6,12,1000,10940056957967055097,11090257841453962591,602086453146321750,,,8151725042624068741
255,null-calibration-20260820-001,fitted,F6,12,2000,10940056957967055097,11090257841453962591,12473857422569010561,,,14067820124304725692
256,null-calibration-20260820-001,reference,reference,12,250,,,,8465551871191032762,3787604822696036320,3220770609890181806
257,null-calibration-20260820-001,reference,reference,12,500,,,,5095838572795012597,3663542563938787768,6222039158908478797
258,null-calibration-20260820-001,reference,reference,12,1000,,,,14664460603341986947,10404467345895238928,6445798870065559193
259,null-calibration-20260820-001,reference,reference,12,2000,,,,926692928227745478,238331641549551315,18007212135694360564
260,null-calibration-20260820-001,fitted,F1,13,250,287365261515469481,15637565310332914520,15095301717277646690,,,4579337160520635296
261,null-calibration-20260820-001,fitted,F1,13,500,287365261515469481,15637565310332914520,9486487274930806738,,,18000361958440919566
262,null-calibration-20260820-001,fitted,F1,13,1000,287365261515469481,15637565310332914520,15654246399177947812,,,12729921930047365944
263,null-calibration-20260820-001,fitted,F1,13,2000,287365261515469481,15637565310332914520,14560022406554066344,,,5613252052515411899
264,null-calibration-20260820-001,fitted,F4,13,250,11002240859583629504,10494361258084402182,9467980194036228227,,,4742539290834160650
265,null-calibration-20260820-001,fitted,F4,13,500,11002240859583629504,10494361258084402182,16412853340044253597,,,11077439657309020290
266,null-calibration-20260820-001,fitted,F4,13,1000,11002240859583629504,10494361258084402182,5913933560115739675,,,9967503340678279993
267,null-calibration-20260820-001,fitted,F4,13,2000,11002240859583629504,10494361258084402182,792636055982582147,,,17076258015605754032
268,null-calibration-20260820-001,fitted,F5,13,250,14686020198205070109,2691934767556373776,2248516879502835457,,,6025996086375152905
269,null-calibration-20260820-001,fitted,F5,13,500,14686020198205070109,2691934767556373776,10720758951348004997,,,6643896725639959709
270,null-calibration-20260820-001,fitted,F5,13,1000,14686020198205070109,2691934767556373776,1800177091112286817,,,2749262541936991723
271,null-calibration-20260820-001,fitted,F5,13,2000,14686020198205070109,2691934767556373776,11116068214879198251,,,15789934181913446527
272,null-calibration-20260820-001,fitted,F6,13,250,18139427425006539580,8494862284672004474,8525463659507229568,,,11223298865873958364
273,null-calibration-20260820-001,fitted,F6,13,500,18139427425006539580,8494862284672004474,774697747056843121,,,12060273608688771289
274,null-calibration-20260820-001,fitted,F6,13,1000,18139427425006539580,8494862284672004474,2971309572558925739,,,9987947180808640213
275,null-calibration-20260820-001,fitted,F6,13,2000,18139427425006539580,8494862284672004474,117827872153334212,,,10324474171692185237
276,null-calibration-20260820-001,reference,reference,13,250,,,,4243465071347508978,8755895440778088992,7648693385981343948
277,null-calibration-20260820-001,reference,reference,13,500,,,,17687276534512371150,299053912547342154,8092952853678007593
278,null-calibration-20260820-001,reference,reference,13,1000,,,,16532371094159042084,5851157406273619043,12176577473132722945
279,null-calibration-20260820-001,reference,reference,13,2000,,,,16850592175943765029,6755979734044680097,13480016506571533935
280,null-calibration-20260820-001,fitted,F1,14,250,11908340502545630024,1499211027938419080,12596901572747107697,,,4024171399388273456
281,null-calibration-20260820-001,fitted,F1,14,500,11908340502545630024,1499211027938419080,2166454743396839965,,,15688104378969442517
282,null-calibration-20260820-001,fitted,F1,14,1000,11908340502545630024,1499211027938419080,15592635846527251842,,,8689846006732717705
283,null-calibration-20260820-001,fitted,F1,14,2000,11908340502545630024,1499211027938419080,11023167332950827698,,,5602363363098868299
284,null-calibration-20260820-001,fitted,F4,14,250,10231820755168451621,11560656121077533329,15757222131676287216,,,16877730896415509714
285,null-calibration-20260820-001,fitted,F4,14,500,10231820755168451621,11560656121077533329,7600204907855957961,,,6213513985308859305
286,null-calibration-20260820-001,fitted,F4,14,1000,10231820755168451621,11560656121077533329,5988203098974450184,,,10738874505469109139
287,null-calibration-20260820-001,fitted,F4,14,2000,10231820755168451621,11560656121077533329,11386944300180501854,,,7574250701054001803
288,null-calibration-20260820-001,fitted,F5,14,250,7775849506300155728,9456633735437317411,22560345046603837,,,18444274758067582319
289,null-calibration-20260820-001,fitted,F5,14,500,7775849506300155728,9456633735437317411,12316532799253150345,,,3825871253251590002
290,null-calibration-20260820-001,fitted,F5,14,1000,7775849506300155728,9456633735437317411,11760009278876048919,,,6860709649836243625
291,null-calibration-20260820-001,fitted,F5,14,2000,7775849506300155728,9456633735437317411,11272011257817628782,,,4916226384087028959
292,null-calibration-20260820-001,fitted,F6,14,250,9112812908735057438,2756446725873230060,2770557354078103209,,,15113650089794437466
293,null-calibration-20260820-001,fitted,F6,14,500,9112812908735057438,2756446725873230060,2184313883875969434,,,17759725237099477474
294,null-calibration-20260820-001,fitted,F6,14,1000,9112812908735057438,2756446725873230060,10795242058446165154,,,15317380231562900027
295,null-calibration-20260820-001,fitted,F6,14,2000,9112812908735057438,2756446725873230060,10424439484863278171,,,13851997002535588823
296,null-calibration-20260820-001,reference,reference,14,250,,,,15725609682086231439,10150781582885175598,9343095248834962910
297,null-calibration-20260820-001,reference,reference,14,500,,,,1281072860306474481,14575326387569907614,8935164755896866915
298,null-calibration-20260820-001,reference,reference,14,1000,,,,15570900536545342532,10869718800618148596,10985864547711997205
299,null-calibration-20260820-001,reference,reference,14,2000,,,,15944781603507570586,9588175247836009939,81403942642251531
300,null-calibration-20260820-001,fitted,F1,15,250,10648008462456255294,14165224264109345095,12204112057426605605,,,13135550426082240185
301,null-calibration-20260820-001,fitted,F1,15,500,10648008462456255294,14165224264109345095,7685542841927113929,,,12472857782290744039
302,null-calibration-20260820-001,fitted,F1,15,1000,10648008462456255294,14165224264109345095,2639613807301240702,,,18237602852197314838
303,null-calibration-20260820-001,fitted,F1,15,2000,10648008462456255294,14165224264109345095,7274768093866944931,,,2479681790985689812
304,null-calibration-20260820-001,fitted,F4,15,250,10562554050451406643,1969038875535247514,5085830156532011780,,,6972732755176026751
305,null-calibration-20260820-001,fitted,F4,15,500,10562554050451406643,1969038875535247514,13403770009042583502,,,5893826704873095817
306,null-calibration-20260820-001,fitted,F4,15,1000,10562554050451406643,1969038875535247514,12433598251163963772,,,17206270777135597439
307,null-calibration-20260820-001,fitted,F4,15,2000,10562554050451406643,1969038875535247514,9044180897361256480,,,6635024583523530666
308,null-calibration-20260820-001,fitted,F5,15,250,3403835603212068442,9545163115918321912,12144136705191246216,,,6441320288106858122
309,null-calibration-20260820-001,fitted,F5,15,500,3403835603212068442,9545163115918321912,7494354610062056787,,,10031473694274743628
310,null-calibration-20260820-001,fitted,F5,15,1000,3403835603212068442,9545163115918321912,10236434832790268692,,,16479435490150954766
311,null-calibration-20260820-001,fitted,F5,15,2000,3403835603212068442,9545163115918321912,8661696388022837034,,,8749966701259368745
312,null-calibration-20260820-001,fitted,F6,15,250,11354144182362604815,17874476181612421505,5364578602219509313,,,12673313886302039530
313,null-calibration-20260820-001,fitted,F6,15,500,11354144182362604815,17874476181612421505,2709760086046638145,,,8820325108966018347
314,null-calibration-20260820-001,fitted,F6,15,1000,11354144182362604815,17874476181612421505,1813579845535705434,,,12567478609797651455
315,null-calibration-20260820-001,fitted,F6,15,2000,11354144182362604815,17874476181612421505,1320285969700188231,,,15361238657010988406
316,null-calibration-20260820-001,reference,reference,15,250,,,,10238730751876637647,7782561489708972747,7452383214127459104
317,null-calibration-20260820-001,reference,reference,15,500,,,,1225019692199652546,12913407677869635751,13667736205155564664
318,null-calibration-20260820-001,reference,reference,15,1000,,,,9798327246213187958,5096923961096983563,3724945678927823502
319,null-calibration-20260820-001,reference,reference,15,2000,,,,16119172269207192073,15136899621471980433,11374520237050508441
320,null-calibration-20260820-001,fitted,F1,16,250,6840474630889299498,16019200866104036861,11598816877919232122,,,12439626406477717817
321,null-calibration-20260820-001,fitted,F1,16,500,6840474630889299498,16019200866104036861,12868926628560243735,,,10942224444235890788
322,null-calibration-20260820-001,fitted,F1,16,1000,6840474630889299498,16019200866104036861,2777010268877799788,,,3292498696969316926
323,null-calibration-20260820-001,fitted,F1,16,2000,6840474630889299498,16019200866104036861,12494688134282732790,,,17997679244415959970
324,null-calibration-20260820-001,fitted,F4,16,250,16624099992189165830,12892852973796500644,17227823705288450357,,,140424123946143581
325,null-calibration-20260820-001,fitted,F4,16,500,16624099992189165830,12892852973796500644,3240686856754473735,,,13060231598863633981
326,null-calibration-20260820-001,fitted,F4,16,1000,16624099992189165830,12892852973796500644,8162603538204665113,,,3028491612300781401
327,null-calibration-20260820-001,fitted,F4,16,2000,16624099992189165830,12892852973796500644,17259048464917944169,,,4058233450658841890
328,null-calibration-20260820-001,fitted,F5,16,250,9809112676082577970,728216404978882798,3396712276524368723,,,4397666356586489096
329,null-calibration-20260820-001,fitted,F5,16,500,9809112676082577970,728216404978882798,2818079674049203862,,,4618217763661327931
330,null-calibration-20260820-001,fitted,F5,16,1000,9809112676082577970,728216404978882798,14207329616470842619,,,983744414139162613
331,null-calibration-20260820-001,fitted,F5,16,2000,9809112676082577970,728216404978882798,10335739726061379354,,,17730924154631113680
332,null-calibration-20260820-001,fitted,F6,16,250,112139817424201983,1429971163497365900,6863330914073524387,,,10127951569103937447
333,null-calibration-20260820-001,fitted,F6,16,500,112139817424201983,1429971163497365900,2182358084382564831,,,11460724184190587328
334,null-calibration-20260820-001,fitted,F6,16,1000,112139817424201983,1429971163497365900,1578266615111651668,,,15568174071019649466
335,null-calibration-20260820-001,fitted,F6,16,2000,112139817424201983,1429971163497365900,13018217565981218534,,,4128074122634610715
336,null-calibration-20260820-001,reference,reference,16,250,,,,5254245829544430043,7514506769715658741,9716847138286203091
337,null-calibration-20260820-001,reference,reference,16,500,,,,2648475796473880615,10098329406634353497,6764690182733164344
338,null-calibration-20260820-001,reference,reference,16,1000,,,,9539487800125213408,18265644541877153923,8502028988631298770
339,null-calibration-20260820-001,reference,reference,16,2000,,,,1833120091677631987,658761911076400626,17554956223211191305
340,null-calibration-20260820-001,fitted,F1,17,250,5645015814667409915,2613822961975172920,17517042779717561275,,,8438494516820500904
341,null-calibration-20260820-001,fitted,F1,17,500,5645015814667409915,2613822961975172920,15769569503195269914,,,13527718291520894565
342,null-calibration-20260820-001,fitted,F1,17,1000,5645015814667409915,2613822961975172920,7692678194147679884,,,15570859911345485872
343,null-calibration-20260820-001,fitted,F1,17,2000,5645015814667409915,2613822961975172920,16980899025357869755,,,8175273241298950379
344,null-calibration-20260820-001,fitted,F4,17,250,15140028997239894490,6618162472825137094,6737874553280662500,,,14511169337392675693
345,null-calibration-20260820-001,fitted,F4,17,500,15140028997239894490,6618162472825137094,17227747101060831399,,,6015604972867037627
346,null-calibration-20260820-001,fitted,F4,17,1000,15140028997239894490,6618162472825137094,2750781484875202999,,,2322664606260287194
347,null-calibration-20260820-001,fitted,F4,17,2000,15140028997239894490,6618162472825137094,11496640830247705555,,,16483692658528994052
348,null-calibration-20260820-001,fitted,F5,17,250,15788028662452214090,2715063822302192485,12133516929292489469,,,12885450121985744903
349,null-calibration-20260820-001,fitted,F5,17,500,15788028662452214090,2715063822302192485,4269751070615991680,,,8878883556628061731
350,null-calibration-20260820-001,fitted,F5,17,1000,15788028662452214090,2715063822302192485,14089329304374287265,,,16096925333752646801
351,null-calibration-20260820-001,fitted,F5,17,2000,15788028662452214090,2715063822302192485,5910587421383819190,,,6988502569403374837
352,null-calibration-20260820-001,fitted,F6,17,250,5679283391483508364,18414495393830611463,10107892405941203994,,,5036996062603260541
353,null-calibration-20260820-001,fitted,F6,17,500,5679283391483508364,18414495393830611463,8121339781341376586,,,12036703990159663179
354,null-calibration-20260820-001,fitted,F6,17,1000,5679283391483508364,18414495393830611463,2245733126533401743,,,9892871040073924198
355,null-calibration-20260820-001,fitted,F6,17,2000,5679283391483508364,18414495393830611463,5192759074826038593,,,8855689401368599962
356,null-calibration-20260820-001,reference,reference,17,250,,,,7276018434171277803,6678887982088867605,11346775885507307408
357,null-calibration-20260820-001,reference,reference,17,500,,,,1917973144573747339,1166574326195209814,13874116796038396768
358,null-calibration-20260820-001,reference,reference,17,1000,,,,14535612176281256910,17630027360369456965,4939805038761321397
359,null-calibration-20260820-001,reference,reference,17,2000,,,,2144000716020794812,17025646609028606528,6513802109293569219
360,null-calibration-20260820-001,fitted,F1,18,250,15786720572701913104,12866216528117274205,7933905418303569074,,,1277599492061172056
361,null-calibration-20260820-001,fitted,F1,18,500,15786720572701913104,12866216528117274205,3622516699578542228,,,823508967530237348
362,null-calibration-20260820-001,fitted,F1,18,1000,15786720572701913104,12866216528117274205,9370670129967168964,,,10608050409191069852
363,null-calibration-20260820-001,fitted,F1,18,2000,15786720572701913104,12866216528117274205,14365151707035701138,,,9248531690445117315
364,null-calibration-20260820-001,fitted,F4,18,250,5332361954930171718,10977663909560945698,5190789305476356192,,,1869206655460632123
365,null-calibration-20260820-001,fitted,F4,18,500,5332361954930171718,10977663909560945698,15554481555955822248,,,10451764230495526398
366,null-calibration-20260820-001,fitted,F4,18,1000,5332361954930171718,10977663909560945698,16587126257116126058,,,14231451428931211092
367,null-calibration-20260820-001,fitted,F4,18,2000,5332361954930171718,10977663909560945698,18143937091134823912,,,14005035765241072175
368,null-calibration-20260820-001,fitted,F5,18,250,7113119847380694168,6150730150251338540,18064502463964703575,,,8794912133717077324
369,null-calibration-20260820-001,fitted,F5,18,500,7113119847380694168,6150730150251338540,13765593323947290048,,,2196024504543093677
370,null-calibration-20260820-001,fitted,F5,18,1000,7113119847380694168,6150730150251338540,2580466259728618591,,,244855948267974442
371,null-calibration-20260820-001,fitted,F5,18,2000,7113119847380694168,6150730150251338540,12201577671539876149,,,9039785843802701124
372,null-calibration-20260820-001,fitted,F6,18,250,14292353449608136250,5031941466326943956,7796514236010634298,,,4812804364040961355
373,null-calibration-20260820-001,fitted,F6,18,500,14292353449608136250,5031941466326943956,8568636886245773361,,,7858795618617768854
374,null-calibration-20260820-001,fitted,F6,18,1000,14292353449608136250,5031941466326943956,9457823923153182432,,,15530886848627433350
375,null-calibration-20260820-001,fitted,F6,18,2000,14292353449608136250,5031941466326943956,7356145375084566286,,,810742365442490733
376,null-calibration-20260820-001,reference,reference,18,250,,,,12062638373153111925,11829446155989536590,17834286209657890483
377,null-calibration-20260820-001,reference,reference,18,500,,,,3574299865777745683,14542688899446133105,1408422016187613917
378,null-calibration-20260820-001,reference,reference,18,1000,,,,3053568273036735095,14481324111285850356,11998926963721467340
379,null-calibration-20260820-001,reference,reference,18,2000,,,,3283443068235888230,12541945730574803857,2037196006637153634
380,null-calibration-20260820-001,fitted,F1,19,250,14290359515207336399,11469921027469034054,4385653324305030682,,,2342995638694096649
381,null-calibration-20260820-001,fitted,F1,19,500,14290359515207336399,11469921027469034054,1836677267997039637,,,2666413670764364044
382,null-calibration-20260820-001,fitted,F1,19,1000,14290359515207336399,11469921027469034054,15249668549692765462,,,1941450553508556532
383,null-calibration-20260820-001,fitted,F1,19,2000,14290359515207336399,11469921027469034054,4282493199831694543,,,17858133423331095862
384,null-calibration-20260820-001,fitted,F4,19,250,8506784323820320788,756569306797207137,15700314778097916727,,,12219274518486338375
385,null-calibration-20260820-001,fitted,F4,19,500,8506784323820320788,756569306797207137,6041079085015426283,,,13762538141751258598
386,null-calibration-20260820-001,fitted,F4,19,1000,8506784323820320788,756569306797207137,1363028923613414747,,,18116390048830056379
387,null-calibration-20260820-001,fitted,F4,19,2000,8506784323820320788,756569306797207137,9738992933493288618,,,5604657039423768998
388,null-calibration-20260820-001,fitted,F5,19,250,13587124840877436072,4612166754449330425,2873917515946908435,,,2118250072629207666
389,null-calibration-20260820-001,fitted,F5,19,500,13587124840877436072,4612166754449330425,1184671498398833231,,,934420768720777812
390,null-calibration-20260820-001,fitted,F5,19,1000,13587124840877436072,4612166754449330425,11657357167345791282,,,17811221827360977472
391,null-calibration-20260820-001,fitted,F5,19,2000,13587124840877436072,4612166754449330425,14587480761372661529,,,6314598723994657780
392,null-calibration-20260820-001,fitted,F6,19,250,3058059490830373475,15326809414743972226,4119527805417132973,,,6595596721234455874
393,null-calibration-20260820-001,fitted,F6,19,500,3058059490830373475,15326809414743972226,3086965515660152529,,,8461029327874596228
394,null-calibration-20260820-001,fitted,F6,19,1000,3058059490830373475,15326809414743972226,14544414404115442691,,,4763482717029849492
395,null-calibration-20260820-001,fitted,F6,19,2000,3058059490830373475,15326809414743972226,13679894482605178995,,,13071117356067548647
396,null-calibration-20260820-001,reference,reference,19,250,,,,8924188703198441857,15776795478412783372,17107898696565500704
397,null-calibration-20260820-001,reference,reference,19,500,,,,11162689491050210310,1434163979882764347,10975437768095203511
398,null-calibration-20260820-001,reference,reference,19,1000,,,,9656795175181143618,5226032109574726407,4238713673120666938
399,null-calibration-20260820-001,reference,reference,19,2000,,,,4880753412973887977,18420273606874531801,16290616417568293987
400,null-calibration-20260820-001,fitted,F1,20,250,1175190634032887206,13899596375987336446,17084879961713086478,,,15911565812997559239
401,null-calibration-20260820-001,fitted,F1,20,500,1175190634032887206,13899596375987336446,7598109453200477919,,,6222881982680814832
402,null-calibration-20260820-001,fitted,F1,20,1000,1175190634032887206,13899596375987336446,4494684210020605025,,,9718514791080551484
403,null-calibration-20260820-001,fitted,F1,20,2000,1175190634032887206,13899596375987336446,11530611132659592119,,,15951734035894295972
404,null-calibration-20260820-001,fitted,F4,20,250,13121902816146602679,18210149407335713182,15911192876639985107,,,15640565395782299496
405,null-calibration-20260820-001,fitted,F4,20,500,13121902816146602679,18210149407335713182,13733764719219820909,,,11419411462481771009
406,null-calibration-20260820-001,fitted,F4,20,1000,13121902816146602679,18210149407335713182,15421086194869226637,,,13801424078856553829
407,null-calibration-20260820-001,fitted,F4,20,2000,13121902816146602679,18210149407335713182,15170375554071369295,,,5091577141383228883
408,null-calibration-20260820-001,fitted,F5,20,250,2939365925380448818,8315177683832617219,2344179437401840060,,,2549525540610369694
409,null-calibration-20260820-001,fitted,F5,20,500,2939365925380448818,8315177683832617219,2523046218610174210,,,4978871701459542451
410,null-calibration-20260820-001,fitted,F5,20,1000,2939365925380448818,8315177683832617219,15927587496671998640,,,13038043066879278802
411,null-calibration-20260820-001,fitted,F5,20,2000,2939365925380448818,8315177683832617219,2488645184059523016,,,15171256239629303232
412,null-calibration-20260820-001,fitted,F6,20,250,15932207892464149075,3582627189763668494,10422472714212219942,,,16201882906668600987
413,null-calibration-20260820-001,fitted,F6,20,500,15932207892464149075,3582627189763668494,1779207394813668440,,,1002282075590937793
414,null-calibration-20260820-001,fitted,F6,20,1000,15932207892464149075,3582627189763668494,16203364222494416408,,,15486588911978991959
415,null-calibration-20260820-001,fitted,F6,20,2000,15932207892464149075,3582627189763668494,11815399851408182271,,,10089886090819808983
416,null-calibration-20260820-001,reference,reference,20,250,,,,6152762244211588626,10125288977526839590,8429333964935268305
417,null-calibration-20260820-001,reference,reference,20,500,,,,8412023262353951910,9285530269332265043,8961318269214374477
418,null-calibration-20260820-001,reference,reference,20,1000,,,,908998764515239796,4871874603945773294,12630614067140206847
419,null-calibration-20260820-001,reference,reference,20,2000,,,,7770162309998298592,17274639895821710680,6260674904169471834
420,null-calibration-20260820-001,fitted,F1,21,250,15419493066953325867,16748628023231603090,4522607379075920031,,,15152915104726464109
421,null-calibration-20260820-001,fitted,F1,21,500,15419493066953325867,16748628023231603090,15697019539817816464,,,13926224725466771798
422,null-calibration-20260820-001,fitted,F1,21,1000,15419493066953325867,16748628023231603090,9573805861531942009,,,2470706833562925318
423,null-calibration-20260820-001,fitted,F1,21,2000,15419493066953325867,16748628023231603090,10175528177121057074,,,294323772417551249
424,null-calibration-20260820-001,fitted,F4,21,250,9261058561075030695,17359821072205929679,10514502097681219465,,,5602090726528154337
425,null-calibration-20260820-001,fitted,F4,21,500,9261058561075030695,17359821072205929679,1918717527198957400,,,2883365890568031802
426,null-calibration-20260820-001,fitted,F4,21,1000,9261058561075030695,17359821072205929679,5804318849174893850,,,4412558850056675834
427,null-calibration-20260820-001,fitted,F4,21,2000,9261058561075030695,17359821072205929679,3357023280300094524,,,12842523519478484597
428,null-calibration-20260820-001,fitted,F5,21,250,14754817263146456509,6184391856955126312,9136432779249733583,,,12308988360304382602
429,null-calibration-20260820-001,fitted,F5,21,500,14754817263146456509,6184391856955126312,18254045148820014802,,,3657315846286734753
430,null-calibration-20260820-001,fitted,F5,21,1000,14754817263146456509,6184391856955126312,12855652042788294645,,,18299952969427357884
431,null-calibration-20260820-001,fitted,F5,21,2000,14754817263146456509,6184391856955126312,3564491065306503238,,,6744940949120738984
432,null-calibration-20260820-001,fitted,F6,21,250,14489978098151239630,5618368296503686128,9635950539197608314,,,16194525957706743048
433,null-calibration-20260820-001,fitted,F6,21,500,14489978098151239630,5618368296503686128,6180289537640151238,,,13945189416813558974
434,null-calibration-20260820-001,fitted,F6,21,1000,14489978098151239630,5618368296503686128,15286913339986412165,,,16095207617838584394
435,null-calibration-20260820-001,fitted,F6,21,2000,14489978098151239630,5618368296503686128,15716949288813016100,,,7460326012289485438
436,null-calibration-20260820-001,reference,reference,21,250,,,,4485337093098521821,12923233243828105625,7710643717317692753
437,null-calibration-20260820-001,reference,reference,21,500,,,,12936160116586618831,18167924339513591738,12254804267506167169
438,null-calibration-20260820-001,reference,reference,21,1000,,,,13914743136213579278,9814558085597705811,3470114510236758730
439,null-calibration-20260820-001,reference,reference,21,2000,,,,15751810726422780197,12355798756828158365,14837053965614865288
440,null-calibration-20260820-001,fitted,F1,22,250,1720495883637852335,4863247614173041179,16080131185300895527,,,11393256815015084370
441,null-calibration-20260820-001,fitted,F1,22,500,1720495883637852335,4863247614173041179,1304860925709818027,,,5975370506660117559
442,null-calibration-20260820-001,fitted,F1,22,1000,1720495883637852335,4863247614173041179,15026985266766689596,,,15913255736478548763
443,null-calibration-20260820-001,fitted,F1,22,2000,1720495883637852335,4863247614173041179,4235524874739789277,,,15610573858193861440
444,null-calibration-20260820-001,fitted,F4,22,250,4079478477647755942,5753210000014078454,984776534411120299,,,14683196629386100638
445,null-calibration-20260820-001,fitted,F4,22,500,4079478477647755942,5753210000014078454,14346470155332203932,,,10006980850257216987
446,null-calibration-20260820-001,fitted,F4,22,1000,4079478477647755942,5753210000014078454,559135997977667417,,,3778587753326836568
447,null-calibration-20260820-001,fitted,F4,22,2000,4079478477647755942,5753210000014078454,16173941500220851381,,,5763282391451017719
448,null-calibration-20260820-001,fitted,F5,22,250,3033599694322878048,16750749957200957330,17887134227719823488,,,13049028155919038716
449,null-calibration-20260820-001,fitted,F5,22,500,3033599694322878048,16750749957200957330,13377506993402363482,,,17052043215946471376
450,null-calibration-20260820-001,fitted,F5,22,1000,3033599694322878048,16750749957200957330,1561130268240813587,,,14820642547272145240
451,null-calibration-20260820-001,fitted,F5,22,2000,3033599694322878048,16750749957200957330,10508066710329398171,,,4621471217342051697
452,null-calibration-20260820-001,fitted,F6,22,250,9423870695458438287,13004482838955540291,15120765164539951673,,,2992705594168692756
453,null-calibration-20260820-001,fitted,F6,22,500,9423870695458438287,13004482838955540291,4317936701562317530,,,2912184101528795613
454,null-calibration-20260820-001,fitted,F6,22,1000,9423870695458438287,13004482838955540291,11940755490838728233,,,2107107530615927548
455,null-calibration-20260820-001,fitted,F6,22,2000,9423870695458438287,13004482838955540291,3591938054205091207,,,838694931244113142
456,null-calibration-20260820-001,reference,reference,22,250,,,,15276969915954708843,15684941414433371110,16291857866293512582
457,null-calibration-20260820-001,reference,reference,22,500,,,,3083703543094032797,2106655620687910807,9607249367586744224
458,null-calibration-20260820-001,reference,reference,22,1000,,,,9796488860721650773,16425197174895395180,11324280964858931239
459,null-calibration-20260820-001,reference,reference,22,2000,,,,17440213484684683072,2035942022590425347,1590458390244767293
460,null-calibration-20260820-001,fitted,F1,23,250,16744156877891310346,17824576834214005406,9575535983965527971,,,1577054070400918625
461,null-calibration-20260820-001,fitted,F1,23,500,16744156877891310346,17824576834214005406,7997997374667832728,,,5611854551356376994
462,null-calibration-20260820-001,fitted,F1,23,1000,16744156877891310346,17824576834214005406,10778839385887608893,,,5512694413049462871
463,null-calibration-20260820-001,fitted,F1,23,2000,16744156877891310346,17824576834214005406,9910824583283309942,,,10779424724062323144
464,null-calibration-20260820-001,fitted,F4,23,250,1869370923298992733,6009984367228382170,11723011704174737376,,,114248320621259611
465,null-calibration-20260820-001,fitted,F4,23,500,1869370923298992733,6009984367228382170,6942806138413044373,,,12368746015396214784
466,null-calibration-20260820-001,fitted,F4,23,1000,1869370923298992733,6009984367228382170,11467647492722780155,,,10598490801966313879
467,null-calibration-20260820-001,fitted,F4,23,2000,1869370923298992733,6009984367228382170,7895506903627751519,,,4063223973311493158
468,null-calibration-20260820-001,fitted,F5,23,250,8206601126100510160,13904463900708221690,18319061653382010913,,,10818530050665366711
469,null-calibration-20260820-001,fitted,F5,23,500,8206601126100510160,13904463900708221690,18283582875882442975,,,15400128063409621684
470,null-calibration-20260820-001,fitted,F5,23,1000,8206601126100510160,13904463900708221690,14013016928175070068,,,2704583515039808328
471,null-calibration-20260820-001,fitted,F5,23,2000,8206601126100510160,13904463900708221690,13767774666954671684,,,11535055637152670318
472,null-calibration-20260820-001,fitted,F6,23,250,5700745596572344432,9221871413643715296,8524166533500619958,,,9889591066848583071
473,null-calibration-20260820-001,fitted,F6,23,500,5700745596572344432,9221871413643715296,48653635849377719,,,7475483853516466815
474,null-calibration-20260820-001,fitted,F6,23,1000,5700745596572344432,9221871413643715296,6414181178886791035,,,1283138806200431807
475,null-calibration-20260820-001,fitted,F6,23,2000,5700745596572344432,9221871413643715296,386697303487376009,,,10449063954366998296
476,null-calibration-20260820-001,reference,reference,23,250,,,,3050795782667551396,2663242833940314899,15362458613183133011
477,null-calibration-20260820-001,reference,reference,23,500,,,,2220678798687159941,709297205082216229,5292263748597323907
478,null-calibration-20260820-001,reference,reference,23,1000,,,,3972360527082484297,9472270679501987177,3161056698981762433
479,null-calibration-20260820-001,reference,reference,23,2000,,,,12483319523455890652,16803280689819900780,3971916265660971842
480,null-calibration-20260820-001,fitted,F1,24,250,10723725661531007530,2429123806479834290,14744406944296813654,,,16587040167440415976
